Company,TypeName,Ram,OpSys,Weight,Price,PPI,Cpu processor,Gpu_brand,HDD,SSD,Hybrid,Flash_Storage
Acer,Notebook,8.0,Windows,2.2,35111.52,100.45466986113652,AMD Processor,AMD,0,256,0,0
Lenovo,Notebook,4.0,Windows,1.44,15557.76,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
Asus,Ultrabook,8.0,Windows,1.7,55938.672,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
HP,Ultrabook,8.0,Windows,1.26,71128.8,176.23257360658386,Intel Core i7,Intel,0,256,0,0
MSI,Gaming,8.0,Windows,2.7,63882.72,127.33567457123112,Intel Core i7,Nvidia,1000,256,0,0
Toshiba,Notebook,8.0,Windows,2.0,50243.04,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Asus,Notebook,8.0,Windows,2.0,71075.52,157.3505121487356,Intel Core i7,Intel,1000,256,0,0
Lenovo,Notebook,4.0,Windows,1.85,23922.72,141.21199808219862,Intel Core i3,Intel,1000,0,0,0
Asus,Gaming,8.0,Windows,2.5,53226.72,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
HP,Notebook,8.0,Windows,1.48,67559.04,157.3505121487356,Intel Core i5,Intel,0,256,0,0
HP,Notebook,8.0,Windows,1.84,60952.32,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Asus,Notebook,4.0,Others/No OS/Linux,2.0,14651.4672,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
Dell,Notebook,8.0,Windows,2.0,60885.72,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0
Dell,Notebook,4.0,Others/No OS/Linux,2.2,14646.672,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
Lenovo,Notebook,12.0,Windows,2.2,47898.72,141.21199808219862,AMD Processor,AMD,2000,0,0,0
HP,Notebook,8.0,Windows,2.1,38148.48,141.21199808219862,Intel Core i3,Nvidia,1000,0,0,0
Dell,Ultrabook,8.0,Windows,1.2,84129.12,165.6321180513006,Intel Core i7,Intel,0,256,0,0
HP,Notebook,2.0,Windows,1.44,14865.12,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
Asus,2 in 1 Convertible,4.0,Windows,1.5,19980.0,135.0942111925629,Other Intel Processor,Intel,0,0,0,32
HP,Notebook,8.0,Windows,1.84,69477.12,141.21199808219862,Intel Core i7,Intel,0,256,0,0
MSI,Gaming,8.0,Windows,2.7,75071.52,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0
HP,Workstation,8.0,Windows,2.6,92615.0256,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Dell,Notebook,8.0,Windows,2.02,51729.552,141.21199808219862,Intel Core i7,AMD,2000,128,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,2.2,17155.6272,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
Dell,Gaming,8.0,Windows,2.65,53226.72,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
Dell,Notebook,8.0,Windows,2.36,29696.6736,100.45466986113652,Intel Core i5,Intel,2000,0,0,0
Dell,Notebook,8.0,Windows,1.36,76030.56,157.3505121487356,Intel Core i5,Intel,0,256,0,0
HP,Notebook,4.0,Windows,1.86,23389.92,100.45466986113652,Intel Core i3,Intel,500,0,0,0
Asus,Notebook,8.0,Windows,2.0,50349.6,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,6.0,Windows,2.8,38308.32,106.11306214269258,Intel Core i5,Nvidia,1000,128,0,0
HP,Notebook,8.0,Windows,1.86,34045.92,141.21199808219862,Intel Core i5,Intel,1000,0,0,0
Lenovo,Notebook,8.0,Others/No OS/Linux,2.2,26586.72,100.45466986113652,Intel Core i3,Nvidia,0,256,0,0
HP,Notebook,8.0,Windows,2.04,20725.92,100.45466986113652,Other Intel Processor,Intel,2000,0,0,0
Dell,Notebook,8.0,Windows,2.8,57808.8,127.33567457123112,Intel Core i5,AMD,1000,128,0,0
Lenovo,Gaming,8.0,Others/No OS/Linux,2.4,43103.52,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0
Dell,Notebook,8.0,Windows,2.33,47898.72,141.21199808219862,Intel Core i7,AMD,0,256,0,0
HP,Ultrabook,8.0,Windows,1.36,93240.0,157.3505121487356,Intel Core i7,Intel,0,256,0,0
Asus,2 in 1 Convertible,12.0,Windows,2.26,58554.72,141.21199808219862,Intel Core i7,Nvidia,2000,512,0,0
Acer,Notebook,4.0,Windows,2.1,22697.28,100.45466986113652,AMD Processor,AMD,0,128,0,0
Lenovo,Notebook,4.0,Windows,2.6,26053.92,106.11306214269258,AMD Processor,AMD,0,128,0,0
Dell,2 in 1 Convertible,8.0,Windows,1.62,46300.8528,165.6321180513006,Intel Core i7,Intel,0,256,0,0
HP,Notebook,4.0,Windows,1.91,26053.3872,141.21199808219862,AMD Processor,AMD,0,256,0,0
Lenovo,Netbook,4.0,Windows,1.59,29463.84,135.0942111925629,Other Intel Processor,Intel,0,128,0,0
Dell,Notebook,4.0,Windows,1.8,16463.52,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
Asus,Notebook,4.0,Windows,1.5,15238.08,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
Acer,Notebook,8.0,Others/No OS/Linux,2.4,45074.88,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,1.85,21498.48,141.21199808219862,Intel Core i3,Intel,0,128,0,0
Asus,Gaming,8.0,Windows,2.3,88178.4,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Lenovo,Notebook,8.0,Windows,1.5,58554.72,157.3505121487356,Intel Core i5,Nvidia,0,256,0,0
Lenovo,Ultrabook,8.0,Windows,1.13,121584.96,209.8006828649808,Intel Core i7,Intel,0,512,0,0
Lenovo,Notebook,4.0,Windows,1.5,29250.72,165.6321180513006,Intel Core i3,Intel,0,128,0,0
Dell,Workstation,8.0,Windows,2.23,72940.32,141.21199808219862,Intel Core i5,AMD,500,0,0,0
Dell,Workstation,8.0,Windows,2.0,113752.8,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Asus,Gaming,8.0,Windows,3.0,55357.92,127.33567457123112,Intel Core i7,Nvidia,1000,0,0,0
Acer,Notebook,12.0,Windows,2.2,36975.7872,100.45466986113652,Intel Core i5,Nvidia,1000,0,0,0
MSI,Gaming,8.0,Windows,2.7,71874.72,127.33567457123112,Intel Core i7,Nvidia,0,256,0,0
Dell,Notebook,8.0,Others/No OS/Linux,2.33,41498.1936,141.21199808219862,Intel Core i7,AMD,0,256,0,0
HP,Ultrabook,4.0,Windows,1.91,26586.72,141.21199808219862,AMD Processor,AMD,0,256,0,0
Lenovo,Notebook,8.0,Windows,2.1,65510.9568,141.21199808219862,Intel Core i7,AMD,0,256,0,0
Lenovo,Notebook,8.0,Windows,1.9,49976.64,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.2,16303.68,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
Lenovo,Notebook,8.0,Windows,2.1,60978.96,86.05106133133977,Intel Core i5,AMD,1000,256,0,0
Acer,Notebook,8.0,Others/No OS/Linux,2.5,46833.12,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Asus,Ultrabook,8.0,Windows,1.1,99793.44,157.3505121487356,Intel Core i7,Intel,0,512,0,0
Dell,Ultrabook,8.0,Windows,1.36,89510.4,157.3505121487356,Intel Core i7,Intel,0,512,0,0
Lenovo,Notebook,4.0,Windows,2.2,21791.52,61.879414889952194,Intel Core i3,Intel,500,0,0,0
Lenovo,Notebook,2.0,Windows,1.15,16221.096,135.0942111925629,Other Intel Processor,Intel,0,0,0,32
Lenovo,Workstation,8.0,Windows,2.67,102564.0,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0
Lenovo,Ultrabook,8.0,Windows,1.7,103523.04,209.8006828649808,Intel Core i7,Nvidia,0,512,0,0
HP,Notebook,4.0,Windows,2.1,24988.32,141.21199808219862,Intel Core i3,AMD,1000,0,0,0
Acer,2 in 1 Convertible,8.0,Windows,1.6,42038.4528,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Asus,2 in 1 Convertible,8.0,Windows,1.27,49443.84,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,4.0,Others/No OS/Linux,2.3,31909.392,141.21199808219862,Intel Core i5,AMD,0,256,0,0
Dell,Notebook,4.0,Windows,1.65,36709.92,117.82653006268644,Intel Core i3,Intel,0,128,0,0
HP,Ultrabook,8.0,Windows,1.43,79920.0,157.3505121487356,Intel Core i7,Intel,0,256,0,0
Dell,Notebook,8.0,Windows,2.14,28768.536,100.45466986113652,Intel Core i5,Intel,1000,0,0,0
Lenovo,Ultrabook,8.0,Windows,1.75,64755.4464,157.3505121487356,Intel Core i7,AMD,0,256,0,0
HP,Notebook,8.0,Windows,2.31,76030.56,141.21199808219862,Intel Core i7,Intel,0,256,0,0
Asus,Notebook,8.0,Others/No OS/Linux,2.3,31808.16,61.879414889952194,Intel Core i3,Nvidia,1000,0,0,0
Dell,Gaming,8.0,Windows,2.62,61751.52,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Dell,Notebook,8.0,Windows,2.02,60867.072,141.21199808219862,Intel Core i7,AMD,2000,256,0,0
Dell,Ultrabook,8.0,Others/No OS/Linux,1.6,58554.72,157.3505121487356,Intel Core i7,Intel,0,256,0,0
Other,2 in 1 Convertible,4.0,Windows,1.16,15930.72,189.90579052433608,Other Intel Processor,Intel,0,32,0,0
Other,Netbook,4.0,Others/No OS/Linux,1.15,14332.32,135.0942111925629,Other Intel Processor,Intel,0,0,0,16
Lenovo,Notebook,8.0,Windows,1.4,53812.8,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,1.7,31914.72,157.3505121487356,Intel Core i3,Intel,0,128,0,0
Asus,Gaming,8.0,Windows,3.2,90309.6,127.33567457123112,AMD Processor,AMD,1000,256,0,0
HP,Notebook,4.0,Windows,2.1,18488.16,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
Asus,Notebook,4.0,Others/No OS/Linux,2.0,29783.52,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,8.0,Windows,2.8,27652.32,106.11306214269258,AMD Processor,AMD,1000,0,0,0
Dell,Notebook,4.0,Windows,2.2,39906.72,141.21199808219862,Intel Core i5,AMD,0,256,0,0
Lenovo,Ultrabook,8.0,Windows,1.36,76137.12,176.23257360658386,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.2,18594.72,141.21199808219862,Other Intel Processor,Intel,0,128,0,0
HP,Gaming,8.0,Windows,2.2,58554.72,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Dell,Notebook,8.0,Windows,1.64,62817.12,157.3505121487356,Intel Core i5,Nvidia,0,256,0,0
Acer,Notebook,4.0,Others/No OS/Linux,2.4,23539.104,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Dell,Workstation,8.0,Windows,2.23,106187.04,141.21199808219862,Other Intel Processor,Nvidia,1000,0,0,64
MSI,Gaming,8.0,Windows,2.2,54757.9872,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0
HP,Notebook,8.0,Windows,1.91,31381.92,100.45466986113652,Intel Core i5,Intel,0,128,0,0
HP,Workstation,8.0,Windows,2.31,81731.52,141.21199808219862,Intel Core i7,Intel,0,512,0,0
Lenovo,Notebook,8.0,Windows,1.65,71661.6,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,8.0,Windows,2.36,52161.12,141.21199808219862,Intel Core i7,AMD,1000,128,0,0
Dell,2 in 1 Convertible,4.0,Windows,1.47,25521.12,135.0942111925629,Other Intel Processor,Intel,500,0,0,0
Other,Ultrabook,4.0,Windows,1.252,52693.92,200.84255993695703,Other Intel Processor,Intel,0,128,0,0
Other,Ultrabook,8.0,Windows,1.25,95850.72,80.93655400444537,Intel Core i7,Intel,0,256,0,0
HP,Notebook,8.0,Windows,2.5,34093.872,106.11306214269258,Intel Core i3,Intel,0,256,0,0
Acer,Notebook,4.0,Windows,2.23,28984.32,141.21199808219862,Intel Core i3,Nvidia,1000,0,0,0
Acer,Netbook,4.0,Windows,1.4,23176.8,135.0942111925629,Other Intel Processor,Intel,0,128,0,0
Asus,Notebook,8.0,Windows,2.37,39906.72,141.21199808219862,Intel Core i5,Intel,1000,0,0,0
Lenovo,Notebook,8.0,Others/No OS/Linux,1.5,42570.72,157.3505121487356,Intel Core i7,AMD,0,512,0,0
Lenovo,Notebook,8.0,Windows,2.67,111355.2,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Asus,Notebook,4.0,Windows,2.0,16197.12,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
Acer,Notebook,4.0,Windows,2.2,24988.32,100.45466986113652,Intel Core i3,Nvidia,500,0,0,0
Dell,Notebook,8.0,Windows,2.02,40439.52,141.21199808219862,Intel Core i5,AMD,2000,0,0,0
Lenovo,Ultrabook,12.0,Windows,1.4,98994.24,209.8006828649808,Intel Core i7,Intel,0,256,0,0
HP,Notebook,8.0,Windows,1.9,61485.12,141.21199808219862,Intel Core i5,AMD,500,0,0,0
Dell,Ultrabook,8.0,Windows,1.42,98133.768,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,8.0,Windows,1.79,39427.2,111.93520355955212,Intel Core i3,Intel,0,128,0,0
Dell,Workstation,8.0,Windows,1.78,128298.24,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Lenovo,Notebook,8.0,Windows,1.7,72673.92,157.3505121487356,Intel Core i5,Intel,0,180,0,0
Toshiba,Notebook,8.0,Windows,1.05,89084.16,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,8.0,Windows,2.16,67239.36,141.21199808219862,Intel Core i7,Nvidia,0,512,0,0
Dell,Notebook,4.0,Windows,2.18,31254.048,100.45466986113652,Intel Core i3,Intel,1000,0,0,0
HP,Notebook,4.0,Windows,1.49,38681.28,165.6321180513006,Intel Core i5,Intel,0,128,0,0
Other,Notebook,4.0,Windows,1.89,13261.392,141.21199808219862,Other Intel Processor,Intel,0,0,0,64
Lenovo,Notebook,4.0,Windows,2.3,30103.2,100.45466986113652,Intel Core i3,Intel,0,128,0,0
Lenovo,Notebook,8.0,Windows,1.75,55890.72,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,8.0,Windows,2.3,53918.8272,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0
Asus,Gaming,8.0,Windows,1.99,71928.0,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
Acer,Notebook,8.0,Windows,2.2,30849.12,100.45466986113652,AMD Processor,AMD,1000,0,0,0
Lenovo,Ultrabook,8.0,Windows,1.3,58554.72,125.36742798669836,Intel Core i5,Intel,0,180,0,0
Lenovo,Notebook,8.0,Windows,2.17,47893.392,141.21199808219862,Intel Core i7,Intel,0,256,0,0
HP,Notebook,8.0,Windows,1.48,93186.72,157.3505121487356,Intel Core i7,Intel,0,1000,0,0
Lenovo,Notebook,8.0,Windows,1.4,50562.72,165.6321180513006,Intel Core i3,Intel,0,256,0,0
Lenovo,Notebook,8.0,Windows,2.3,48538.08,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Asus,Netbook,4.0,Windows,1.2,18115.2,135.0942111925629,Other Intel Processor,Intel,0,0,0,64
HP,Notebook,8.0,Windows,1.91,32979.7872,100.45466986113652,Intel Core i5,AMD,0,256,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.4,85194.72,158.48253022174808,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.1,15930.72,111.93520355955212,Other Intel Processor,Intel,500,0,0,0
Lenovo,Netbook,4.0,Others/No OS/Linux,1.25,14119.2,135.0942111925629,Other Intel Processor,Intel,0,16,0,0
Lenovo,Notebook,8.0,Windows,1.44,50562.72,165.6321180513006,Intel Core i5,Intel,0,256,0,0
Asus,Notebook,8.0,Windows,2.0,65214.72,141.21199808219862,Intel Core i7,Intel,1000,256,0,0
Acer,Notebook,4.0,Windows,2.2,32660.64,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
HP,Ultrabook,8.0,Windows,1.34,70489.44,165.6321180513006,Intel Core i7,Intel,0,512,0,0
Lenovo,Gaming,8.0,Others/No OS/Linux,2.4,61218.72,141.21199808219862,Intel Core i7,Nvidia,1000,256,0,0
Dell,Ultrabook,8.0,Windows,1.29,47898.72,165.6321180513006,Intel Core i5,Intel,0,128,0,0
Acer,Notebook,4.0,Windows,2.2,34045.92,141.21199808219862,Intel Core i7,Nvidia,500,0,0,0
Dell,Notebook,8.0,Windows,2.18,44542.08,141.21199808219862,Intel Core i5,Intel,1000,0,0,0
Asus,Netbook,2.0,Windows,1.1,13053.6,135.0942111925629,Other Intel Processor,Intel,0,0,0,32
HP,Notebook,4.0,Windows,2.04,27783.9216,100.45466986113652,Intel Core i5,Intel,1000,0,0,0
HP,Notebook,8.0,Windows,2.04,47365.92,141.21199808219862,Intel Core i5,Nvidia,0,256,0,0
Lenovo,Gaming,8.0,Windows,3.2,74538.72,141.21199808219862,Intel Core i7,Nvidia,1000,256,0,0
HP,Ultrabook,8.0,Windows,1.32,74538.72,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Dell,Notebook,8.0,Windows,1.64,68184.0144,157.3505121487356,Intel Core i5,Intel,0,256,0,0
HP,Notebook,4.0,Windows,1.63,36709.92,100.45466986113652,Intel Core i3,Intel,0,128,0,0
Dell,Notebook,8.0,Others/No OS/Linux,2.8,47365.92,127.33567457123112,Intel Core i5,AMD,1000,128,0,0
Lenovo,Notebook,8.0,Windows,2.02,71395.2,91.7877987534291,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.2,42570.72,141.21199808219862,Intel Core i7,Nvidia,1000,0,0,0
Lenovo,Notebook,8.0,Others/No OS/Linux,2.2,24455.52,100.45466986113652,Intel Core i3,Nvidia,2000,0,0,0
Dell,Notebook,4.0,Windows,2.3,31168.8,141.21199808219862,Intel Core i5,AMD,500,0,0,0
Dell,Notebook,8.0,Windows,1.9,73366.56,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Toshiba,Notebook,8.0,Windows,2.0,45820.8,141.21199808219862,Intel Core i5,Intel,500,0,0,0
Other,Notebook,4.0,Windows,1.2,19660.32,165.6321180513006,Other Intel Processor,Intel,0,32,0,0
Asus,Gaming,8.0,Windows,2.3,87858.72,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0
Dell,Notebook,8.0,Windows,1.93,72940.32,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
Dell,Notebook,8.0,Windows,2.2,42486.0048,141.21199808219862,Intel Core i5,AMD,0,256,0,0
HP,Notebook,4.0,Windows,1.86,21258.1872,141.21199808219862,Other Intel Processor,Intel,0,256,0,0
HP,Gaming,12.0,Windows,2.62,95850.72,127.33567457123112,Intel Core i7,Nvidia,1000,0,0,0
Lenovo,Notebook,8.0,Windows,1.87,45767.52,157.3505121487356,Intel Core i7,Nvidia,0,256,0,0
Dell,Notebook,4.0,Windows,1.6,39207.1536,157.3505121487356,Intel Core i3,Intel,0,128,0,0
Acer,Gaming,8.0,Others/No OS/Linux,2.4,42517.44,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
Asus,Notebook,4.0,Windows,2.0,18594.72,100.45466986113652,AMD Processor,AMD,500,0,0,0
HP,Notebook,4.0,Windows,2.1,37589.04,141.21199808219862,Intel Core i3,Intel,0,128,0,0
Lenovo,Notebook,4.0,Windows,1.87,41824.8,157.3505121487356,Intel Core i5,Intel,500,0,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,2.15,24634.008,141.21199808219862,Intel Core i5,Intel,1000,0,0,0
HP,Notebook,4.0,Windows,1.86,21152.16,141.21199808219862,Intel Core i3,Intel,500,0,0,0
Lenovo,Notebook,8.0,Windows,1.99,92121.12,141.21199808219862,Intel Core i7,Intel,0,512,0,0
Lenovo,Notebook,4.0,Windows,2.2,26586.72,141.21199808219862,Intel Core i3,Intel,0,128,0,0
Dell,Notebook,8.0,Windows,1.9,59513.2272,141.21199808219862,Intel Core i5,Intel,0,256,0,0
HP,Notebook,8.0,Windows,2.65,28992.312,106.11306214269258,Intel Core i3,Intel,1000,0,0,0
HP,Notebook,8.0,Windows,2.63,68198.4,127.33567457123112,Intel Core i7,Nvidia,1000,0,0,0
Asus,Notebook,4.0,Others/No OS/Linux,2.0,11934.72,100.45466986113652,Other Intel Processor,Intel,500,0,0,0
Other,Notebook,4.0,Windows,1.35,13586.4,165.6321180513006,Other Intel Processor,Intel,0,0,0,32
Lenovo,Notebook,6.0,Windows,2.8,50562.72,106.11306214269258,Intel Core i7,Nvidia,1000,128,0,0
HP,Notebook,6.0,Windows,1.91,30310.992,141.21199808219862,AMD Processor,AMD,0,128,0,0
Dell,Notebook,4.0,Windows,2.18,32921.712,100.45466986113652,Intel Core i3,AMD,1000,0,0,0
Acer,2 in 1 Convertible,4.0,Windows,1.25,18594.72,189.90579052433608,Other Intel Processor,Intel,0,0,0,32
Lenovo,Notebook,4.0,Windows,2.05,33566.4,141.21199808219862,Intel Core i3,Intel,0,128,0,0
Asus,Notebook,8.0,Windows,2.5,44701.92,141.21199808219862,Intel Core i5,Nvidia,1000,128,0,0
Dell,Notebook,4.0,Windows,1.93,51095.52,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Lenovo,Notebook,4.0,Windows,2.2,18328.32,141.21199808219862,Other Intel Processor,Intel,500,0,0,0
Lenovo,Notebook,4.0,Windows,2.02,52747.2,111.93520355955212,Intel Core i5,Intel,500,0,0,0
HP,Workstation,8.0,Windows,3.14,99153.5472,106.11306214269258,Intel Core i5,Nvidia,500,0,0,0
HP,Notebook,8.0,Windows,1.94,20725.92,111.93520355955212,Other Intel Processor,Intel,2000,0,0,0
HP,Notebook,6.0,Windows,1.95,34578.72,141.21199808219862,AMD Processor,AMD,0,256,0,0
Lenovo,Notebook,8.0,Windows,2.3,44222.4,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.05,36496.8,141.21199808219862,Intel Core i5,Intel,500,0,0,0
Other,Notebook,4.0,Windows,1.4,13266.72,157.3505121487356,Other Intel Processor,Intel,0,32,0,0
Dell,Notebook,8.0,Others/No OS/Linux,2.2,39907.2528,141.21199808219862,Intel Core i7,AMD,0,256,0,0
Other,Notebook,4.0,Windows,1.45,20725.92,157.3505121487356,Other Intel Processor,Intel,0,32,0,0
Dell,Notebook,8.0,Windows,1.9,53733.9456,100.45466986113652,Intel Core i5,Intel,500,0,0,0
HP,Notebook,4.0,Windows,1.49,38308.32,165.6321180513006,Intel Core i3,Intel,0,128,0,0
Dell,Netbook,4.0,Others/No OS/Linux,1.26,15717.6,135.0942111925629,Other Intel Processor,Intel,0,0,0,16
Lenovo,Notebook,12.0,Windows,2.2,32447.52,100.45466986113652,Intel Core i7,Intel,1000,0,0,0
Asus,Gaming,8.0,Windows,2.73,94305.6,127.33567457123112,Intel Core i5,Nvidia,1000,128,0,0
Asus,2 in 1 Convertible,8.0,Windows,2.2,39373.92,100.45466986113652,Intel Core i5,Intel,1000,0,0,0
Lenovo,Notebook,12.0,Windows,2.2,50562.72,141.21199808219862,AMD Processor,AMD,0,512,0,0
Dell,2 in 1 Convertible,4.0,Windows,1.39,32127.84,49.59154588081422,Other Intel Processor,Intel,0,128,0,0
Lenovo,Notebook,4.0,Others/No OS/Linux,2.8,28185.12,127.33567457123112,Intel Core i3,Intel,500,0,0,0
Lenovo,Notebook,8.0,Windows,2.29,24455.52,100.45466986113652,Intel Core i3,Intel,1000,0,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,1.37,107892.0,165.6321180513006,Intel Core i7,Intel,0,512,0,0
Lenovo,Notebook,8.0,Windows,1.7,78534.72,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Dell,2 in 1 Convertible,8.0,Windows,1.34,88977.6,176.23257360658386,Intel Core i5,Intel,0,256,0,0
Dell,Workstation,8.0,Windows,2.06,93932.64,141.21199808219862,Intel Core i7,Nvidia,0,256,0,0
HP,Notebook,8.0,Windows,1.84,64948.32,141.21199808219862,Intel Core i7,Intel,0,256,0,0
HP,Notebook,4.0,Windows,2.1,35616.6144,100.45466986113652,Intel Core i3,Intel,500,0,0,0
Acer,Notebook,4.0,Windows,1.6,17529.12,157.3505121487356,Other Intel Processor,Intel,0,0,0,32
Dell,Notebook,4.0,Others/No OS/Linux,2.18,24775.2,100.45466986113652,Intel Core i3,AMD,1000,0,0,0
Toshiba,Notebook,8.0,Windows,2.2,74538.72,141.21199808219862,Intel Core i7,Intel,0,256,0,0
Lenovo,Notebook,6.0,Windows,2.4,30049.92,141.21199808219862,Intel Core i5,Intel,1000,0,0,0
Lenovo,2 in 1 Convertible,8.0,Windows,2.0,69210.72,141.21199808219862,Intel Core i7,Intel,0,256,0,0
Acer,Notebook,4.0,Windows,1.6,18594.72,111.93520355955212,Other Intel Processor,Intel,0,0,0,128
Dell,Notebook,4.0,Others/No OS/Linux,2.18,23650.992,100.45466986113652,Intel Core i3,Intel,1000,0,0,0
Dell,Notebook,4.0,Others/No OS/Linux,2.25,19127.52,100.45466986113652,Intel Core i3,Intel,1000,0,0,0
Dell,Notebook,4.0,Others/No OS/Linux,1.93,46300.32,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Asus,Gaming,8.0,Windows,3.0,62231.04,127.33567457123112,Intel Core i7,Nvidia,1000,128,0,0
HP,Ultrabook,8.0,Windows,1.84,74005.92,141.21199808219862,Intel Core i7,Intel,0,512,0,0
Acer,2 in 1 Convertible,4.0,Others/No OS/Linux,1.25,20193.12,135.0942111925629,Other Intel Processor,Intel,0,0,0,32
HP,Notebook,8.0,Windows,2.31,59886.72,111.93520355955212,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,8.0,Windows,1.65,78055.2,157.3505121487356,Intel Core i5,Intel,0,256,0,0
Dell,Notebook,4.0,Windows,2.2,41345.28,141.21199808219862,Intel Core i5,AMD,1000,0,0,0
Other,Notebook,8.0,Windows,2.2,42570.72,100.45466986113652,Intel Core i5,Intel,0,256,0,0
HP,Notebook,4.0,Windows,1.88,49656.96,100.45466986113652,Intel Core i5,Intel,500,0,0,0
Other,Notebook,2.0,Windows,1.4,12733.92,157.3505121487356,Other Intel Processor,Intel,0,0,0,32
Lenovo,Notebook,4.0,Others/No OS/Linux,2.2,24935.04,141.21199808219862,Intel Core i5,Intel,0,128,0,0
Asus,2 in 1 Convertible,6.0,Windows,1.5,34046.4528,165.6321180513006,Intel Core i5,Intel,1000,0,0,0
Lenovo,Notebook,4.0,Windows,1.8,44169.12,141.21199808219862,Intel Core i5,Intel,0,256,0,0
Lenovo,Notebook,4.0,Windows,2.2,30849.12,141.21199808219862,Intel Core i3,Nvidia,1000,0,0,0
Asus,Notebook,8.0,Windows,2.0,21258.72,100.45466986113652,Other Intel Processor,Intel,1000,0,0,0
Asus,Notebook,8.0,Windows,1.99,48304.7136,141.21199808219862,Intel Core i5,Nvidia,1000,0,0,0
Lenovo,Notebook,2.0,Windows,1.42,13266.72,111.93520355955212,Other Intel Processor,Intel,0,0,0,32
Lenovo,2 in 1 Convertible,8.0,Windows,1.37,93635.3376,165.6321180513006,Intel Core i7,Intel,0,256,0,0
Lenovo,Gaming,8.0,Windows,2.5,59087.52,141.21199808219862,Intel Core i7,Nvidia,1000,128,0,0
HP,Notebook,8.0,Windows,2.6,27753.552,107.98564559226952,AMD Processor,AMD,1000,0,0,0
